300	NM_004369	chr2	-	238232654	238322850	238233416	238305460	44	238232654,238234202,238242092,238243268,238244777,238247657,238249094,238250707,238252992,238253583,238253700,238253823,238255145,238256449,238256991,238257255,238258789,238259772,238261164,238261983,238263541,238265980,238266459,238267163,238267677,238267848,238268004,238268730,238269763,238270381,238271895,238272992,238274340,238275329,238277205,238280374,238283054,238285414,238287278,238289557,238296224,238303229,238305369,238322595,	238233457,238234367,238242191,238243532,238245175,238247760,238249793,238250804,238253486,238253595,238253737,238253856,238255208,238256512,238257027,238257306,238258852,238259835,238261227,238262046,238263577,238266034,238266525,238267226,238267731,238267893,238268031,238268802,238269817,238270474,238272041,238273071,238274678,238275929,238277820,238280980,238283663,238285987,238287878,238290142,238296827,238303847,238305490,238322850,	0	COL6A3	cmpl	cmpl	1,1,1,1,2,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,-1,
987	NM_000847	chr6	-	52761438	52774496	52761603	52770632	7	52761438,52762622,52764731,52767143,52768473,52770545,52774438,	52761726,52762754,52764873,52767276,52768525,52770653,52774496,	0	GSTA3	cmpl	cmpl	0,0,2,1,0,0,-1,
671	NM_005425	chr16	-	11361713	11363160	11361852	11363119	2	11361713,11362719,	11361869,11363160,	0	TNP2	cmpl	cmpl	1,0,
188	NM_005422	chr11	+	120973374	121061515	120973374	121061515	23	120973374,120976539,120979919,120983780,120984261,120989014,120996010,120998460,121000346,121008129,121016263,121023589,121028549,121030843,121032783,121035981,121037286,121038762,121039385,121058540,121059788,121060472,121061414,	120973438,120976673,120980207,120983918,120984427,120989427,120996581,120999053,121000920,121008731,121016825,121023789,121028933,121031130,121033079,121036092,121037489,121038926,121039634,121058703,121059876,121060589,121061515,	0	TECTA	cmpl	cmpl	0,1,0,0,0,1,0,1,0,1,0,1,0,0,2,1,1,0,2,2,0,1,1,
974	NR_004384	chr19	+	51108219	51108342	51108342	51108342	1	51108219,	51108342,	0	SNAR-F	unk	unk	-1,
962	NR_004383	chr19	+	49540276	49540404	49540404	49540404	1	49540276,	49540404,	0	SNAR-G1	unk	unk	-1,
662	NR_004381	chr19	+	10218326	10218411	10218411	10218411	1	10218326,	10218411,	0	SNORD105	unk	unk	-1,
1059	NR_004380	chr17	+	62223437	62223517	62223517	62223517	1	62223437,	62223517,	0	SNORD104	unk	unk	-1,
1420	NR_004379	chrX	-	109468216	109468288	109468288	109468288	1	109468216,	109468288,	0	SNORD96B	unk	unk	-1,
1243	NR_004378	chr2	+	86362992	86363129	86363129	86363129	1	86362992,	86363129,	0	SNORD94	unk	unk	-1,
1151	NM_172037	chr8	+	74206836	74237520	74207524	74235271	6	74206836,74209428,74231330,74233166,74234913,74235147,	74207813,74209664,74231429,74233312,74235045,74237520,	0	RDH10	cmpl	cmpl	0,1,0,0,2,2,
926	NM_145044	chr3	+	44771097	44778575	44775913	44776729	3	44771097,44772967,44775688,	44771214,44773052,44778575,	0	ZNF501	cmpl	cmpl	-1,-1,0,
637	NR_040089	chr17	-	6888441	6915653	6915653	6915653	3	6888441,6913114,6915514,	6888859,6913208,6915653,	0	ALOX12-AS1	unk	unk	-1,-1,-1,
111	NM_001278366	chr4	+	40194586	40246384	40245006	40245582	4	40194586,40198740,40244333,40244797,	40194743,40198920,40244454,40246384,	0	RHOH	cmpl	cmpl	-1,-1,-1,0,
1152	NM_001130138	chr15	+	74422589	74429143	74425095	74427333	4	74422589,74422894,74423547,74425087,	74422616,74422962,74423657,74429143,	0	ISLR2	cmpl	cmpl	-1,-1,-1,0,
1319	NM_001130140	chr5	+	96211643	96255406	96215389	96253309	19	96211643,96215267,96219495,96222358,96224888,96228002,96230949,96232076,96232435,96235824,96237209,96237977,96239080,96244664,96245283,96248340,96249020,96251391,96253165,	96211794,96215964,96219634,96222493,96225009,96228157,96231063,96232208,96232567,96235893,96237385,96238057,96239264,96244821,96245468,96248502,96249161,96251473,96255406,	0	ERAP2	cmpl	cmpl	-1,0,2,0,0,1,0,0,0,0,0,2,1,2,0,2,2,2,0,
294	NM_001164555	chr1	+	231762560	231886365	231762613	231885695	3	231762560,231829571,231885671,	231762680,231830551,231886365,	0	DISC1	cmpl	cmpl	0,1,0,
77	NM_001098514	chr16	-	5094122	5116146	5094348	5115909	8	5094122,5097878,5105246,5106053,5108493,5110286,5112425,5115701,	5094479,5097965,5105351,5106189,5108611,5110437,5112575,5116146,	0	C16orf89	cmpl	cmpl	1,1,1,0,2,1,1,0,
587	NM_033089	chr20	+	278203	280963	278227	279442	1	278203,	280963,	0	ZCCHC3	cmpl	cmpl	0,
228	NM_031423	chr1	+	163291722	163325553	163295841	163325259	14	163291722,163295821,163297277,163298017,163298635,163306540,163307809,163309170,163310153,163313522,163315467,163317552,163318734,163325124,	163291856,163295964,163297352,163298094,163298697,163306638,163307883,163309267,163310216,163313660,163315608,163317728,163318870,163325553,	0	NUF2	cmpl	cmpl	-1,0,0,0,2,1,0,2,0,0,0,0,2,0,
1370	NM_032299	chr11	-	102921412	102962944	102933087	102962601	8	102921412,102935003,102936997,102937187,102953476,102953984,102959955,102962515,	102933143,102935106,102937102,102937296,102953568,102954055,102960047,102962944,	0	DCUN1D5	cmpl	cmpl	1,0,0,2,0,1,2,0,
1245	NM_032307	chr9	-	86553226	86571663	86554425	86571415	4	86553226,86559708,86570295,86571078,	86554658,86559904,86570555,86571663,	0	C9orf64	cmpl	cmpl	1,0,1,0,
197	NM_032293	chr9	+	130026755	130155828	130027156	130155533	28	130026755,130053446,130073914,130075719,130080341,130082993,130087347,130094552,130095301,130097508,130098406,130100394,130101923,130104497,130106513,130107681,130111202,130116124,130116572,130117575,130119497,130127578,130145716,130147305,130149471,130151182,130152919,130155361,	130027300,130053521,130074014,130075838,130080406,130083057,130087374,130094628,130095400,130097612,130098515,130100440,130102030,130104613,130106618,130107756,130111314,130116223,130116689,130117751,130119656,130127645,130145824,130147424,130149610,130151398,130153046,130155828,	0	GARNL3	cmpl	cmpl	0,0,0,1,0,2,0,0,1,1,0,1,2,1,0,0,0,1,1,1,0,0,1,1,0,1,1,2,
1286	NM_001134419	chr1	+	91966403	91991321	91967273	91989992	12	91966403,91967244,91973410,91973818,91977153,91977337,91978614,91979504,91980375,91981350,91985686,91989597,	91966505,91967388,91973494,91973954,91977247,91977480,91978864,91979600,91980554,91981433,91985836,91991321,	0	CDC7	cmpl	cmpl	-1,0,1,1,2,0,2,0,0,2,1,1,
1229	NM_001291454	chr16	+	84440193	84497793	84442074	84497338	24	84440193,84442010,84444173,84449088,84455995,84456234,84456793,84459340,84472771,84473032,84474462,84476115,84479934,84482138,84485526,84486743,84486926,84488423,84492725,84492875,84494259,84495319,84495593,84497219,	84440255,84442100,84444209,84449197,84456145,84456303,84456869,84459407,84472896,84473130,84474564,84476205,84480036,84482295,84485697,84486841,84486977,84488590,84492794,84492992,84494407,84495418,84495735,84497793,	0	ATP2C2	cmpl	cmpl	-1,0,2,2,0,0,0,1,2,1,0,0,0,0,1,1,0,0,2,2,2,0,0,1,
1634	NM_000416	chr6	-	137518620	137540567	137519167	137540464	7	137518620,137522017,137524635,137525468,137527272,137528099,137540379,	137519776,137522145,137524822,137525641,137527445,137528214,137540567,	0	IFNGR1	cmpl	cmpl	0,1,0,1,2,1,0,
587	NM_006943	chr20	+	306214	310872	306568	307516	1	306214,	310872,	0	SOX12	cmpl	cmpl	0,
1041	NM_000139	chr11	+	59856136	59865940	59856238	59863129	7	59856136,59857164,59857808,59860264,59860872,59861436,59863030,	59856294,59857294,59857943,59860321,59861031,59861535,59865940,	0	MS4A2	cmpl	cmpl	0,2,0,0,0,0,0,
606	NR_003140	chr6_dbb_hap3	-	2789730	2789806	2789806	2789806	1	2789730,	2789806,	0	SNORD117	unk	unk	-1,
1348	NM_021620	chr6	+	100054649	100063454	100054910	100062635	4	100054649,100056616,100057062,100060908,	100055054,100056748,100057183,100063454,	0	PRDM13	cmpl	cmpl	0,0,0,1,
2127	NM_033356	chr2	+	202125222	202152434	202131209	202151317	8	202125222,202131183,202136238,202137360,202139611,202141549,202149538,202151181,	202125336,202131514,202136344,202137499,202139676,202141691,202150040,202152434,	0	CASP8	cmpl	cmpl	-1,0,2,0,1,0,1,2,
16	NR_036146	chr17	+	60798857	61268734	61268734	61268734	4	60798857,60798903,60887536,61268699,	60798873,60798908,60887552,61268734,	0	MIR548W	unk	unk	-1,-1,-1,-1,
699	NR_036145	chr16	+	14995364	14995448	14995448	14995448	1	14995364,	14995448,	0	MIR3179-3	unk	unk	-1,
81	NM_000303	chr16	+	8891669	8943194	8891739	8941682	8	8891669,8895655,8898623,8900172,8904935,8905494,8906847,8941580,	8891805,8895767,8898700,8900264,8905035,8905570,8906963,8943194,	0	PMM2	cmpl	cmpl	0,0,1,0,2,0,1,0,
118	NM_000293	chr16	+	47495209	47735434	47495261	47733277	31	47495209,47531309,47533666,47536901,47545575,47549431,47581343,47614205,47621578,47622815,47627410,47628047,47630283,47644736,47674945,47675509,47682443,47683010,47684454,47684741,47694416,47694567,47695629,47697587,47698795,47703125,47722951,47727288,47730291,47732358,47733139,	47495337,47531399,47533805,47537001,47545683,47549512,47581459,47614269,47621674,47623013,47627468,47628125,47630442,47644831,47675001,47675603,47682527,47683115,47684537,47684832,47694478,47694730,47695711,47697645,47698886,47703328,47723086,47727418,47730399,47732499,47735434,	0	PHKB	cmpl	cmpl	0,1,1,2,0,0,0,2,0,0,0,1,1,1,0,2,0,0,0,2,0,2,0,1,2,0,2,2,0,0,0,
22	NM_001146698	chr12	-	114259858	114404176	114261028	114404032	25	114259858,114261013,114282472,114296595,114352773,114356196,114358415,114362501,114364858,114374811,114377764,114380128,114383632,114384158,114385138,114386637,114387887,114390316,114392935,114395586,114397016,114397669,114397863,114400036,114403996,	114260451,114261126,114282593,114296701,114352890,114356252,114358495,114362562,114365034,114374941,114377965,114380239,114383729,114384280,114385269,114386841,114387959,114390395,114393016,114395855,114397209,114397708,114397983,114400219,114404176,	0	RBM19	cmpl	cmpl	-1,1,0,2,2,0,1,0,1,0,0,0,2,0,1,1,1,0,0,1,0,0,0,0,0,
79	NM_000170	chr9	-	6532463	6645692	6533016	6645499	25	6532463,6534707,6536063,6540050,6550802,6553367,6554668,6556152,6558558,6565353,6587140,6588400,6588617,6589194,6592142,6592850,6595013,6602108,6604587,6605130,6606591,6610191,6620183,6644613,6645244,	6533160,6534788,6536236,6540146,6550914,6553509,6554781,6556302,6558684,6565429,6587283,6588442,6588702,6589292,6592223,6592990,6595119,6602205,6604784,6605278,6606669,6610356,6620319,6644692,6645692,	0	GLDC	cmpl	cmpl	0,0,1,1,0,2,0,0,0,2,0,0,2,0,0,1,0,2,0,2,2,2,1,0,0,
1950	NM_001163677	chr3	-	178957536	178984838	178957783	178984498	4	178957536,178962282,178968530,178984436,	178957852,178962481,178968722,178984838,	0	KCNMB3	cmpl	cmpl	0,2,2,0,
1358	NM_001159560	chrX	-	101408678	101410762	101408901	101409237	3	101408678,101409715,101410564,	101409274,101409782,101410762,	0	BEX5	cmpl	cmpl	0,-1,-1,
895	NM_001159508	chr15	+	40697685	40713512	40698019	40710462	11	40697685,40700137,40702826,40703458,40703753,40705189,40707087,40707599,40708276,40708488,40710328,	40698172,40700189,40702996,40703552,40703890,40705286,40707181,40707681,40708381,40708561,40713512,	0	IVD	cmpl	cmpl	0,0,1,0,1,0,1,2,0,0,1,
179	NM_001167604	chr10	-	111624523	111683311	111624941	111683191	20	111624523,111628371,111629710,111630488,111631549,111633124,111637547,111637757,111639945,111640599,111642189,111643824,111646003,111647806,111648260,111651479,111652769,111667448,111674768,111683159,	111625070,111628470,111629787,111630662,111631619,111633185,111637625,111637816,111639996,111640689,111642400,111643906,111646099,111647950,111648353,111651584,111652833,111667573,111674857,111683311,	0	XPNPEP1	cmpl	cmpl	0,0,1,1,0,2,2,0,0,0,2,1,1,1,1,1,0,1,2,0,
19	NM_001173542	chr16	+	87993476	88110924	88008721	88110267	13	87993476,88008653,88014641,88017665,88037900,88039695,88052033,88061088,88066714,88068928,88071578,88105674,88110195,	87993599,88008791,88014733,88017865,88038017,88039871,88052273,88061256,88066851,88069000,88071617,88105818,88110924,	0	BANP	cmpl	cmpl	-1,0,1,0,2,2,1,1,1,0,0,0,0,
1308	NM_001127704	chr14	-	94843083	94857029	94844785	94849574	7	94843083,94845800,94847207,94848928,94854896,94855155,94856793,	94844977,94845948,94847478,94849578,94854997,94855347,94857029,	0	SERPINA1	cmpl	cmpl	0,2,1,0,-1,-1,-1,
1720	NM_001164415	chrX	+	148855729	148858528	148856339	148858448	2	148855729,148857740,	148856903,148858528,	0	HSFX2	cmpl	cmpl	0,0,
193	NM_001199621	chr6	+	126111908	126253176	126196075	126249917	15	126111908,126136436,126196034,126199408,126202235,126203571,126206304,126210117,126211787,126236478,126242088,126243827,126248808,126249319,126249781,	126112213,126136550,126196114,126199516,126202349,126203697,126206489,126211127,126211956,126236626,126242214,126243980,126248904,126249393,126253176,	0	NCOA7	cmpl	cmpl	-1,-1,0,0,0,0,0,2,1,2,0,0,0,0,2,
86	NM_001163151	chr7	-	13930855	14026139	13935490	14025801	9	13930855,13940362,13946054,13949256,13950863,13971126,13975332,13978741,14025740,	13935712,13940464,13946224,13949325,13950932,13971374,13975521,13978871,14026139,	0	ETV1	cmpl	cmpl	0,0,1,1,1,2,2,1,0,
86	NM_001163150	chr7	-	13930855	14026139	13935490	14025801	10	13930855,13940362,13946054,13949256,13950863,13971126,13975332,13978741,14017051,14025740,	13935712,13940464,13946224,13949325,13950932,13971374,13975521,13978871,14017105,14026139,	0	ETV1	cmpl	cmpl	0,0,1,1,1,2,2,1,1,0,
1432	NM_001142477	chr5	-	111064999	111093793	111066617	111091469	5	111064999,111071126,111091466,111092832,111093628,	111066743,111071204,111091527,111092876,111093793,	0	NREP	cmpl	cmpl	0,0,0,-1,-1,
22	NM_001142475	chr5	-	111064999	111312628	111066617	111312436	4	111064999,111071126,111310970,111312406,	111066743,111071204,111311075,111312628,	0	NREP	cmpl	cmpl	0,0,0,0,
858	NM_001141972	chr15	-	35812473	35838404	35814293	35838342	4	35812473,35830474,35834613,35838319,	35814479,35830668,35834708,35838404,	0	DPH6	cmpl	cmpl	0,1,2,0,
1752	NM_001139457	chrX	-	152965946	152989556	152966391	152989119	8	152965946,152967461,152968389,152969413,152980996,152986326,152988607,152988962,	152966430,152967562,152968513,152969549,152981144,152986427,152988743,152989556,	0	BCAP31	cmpl	cmpl	0,1,0,2,1,2,1,0,
92	NM_001141968	chr13	-	19997018	20110903	19997201	20077374	19	19997018,19999086,20000564,20004607,20006612,20010365,20012231,20024215,20024402,20025304,20038595,20039394,20039604,20056627,20066989,20067587,20077363,20079886,20110735,	19997304,19999157,20000657,20004687,20006718,20010446,20012293,20024304,20024484,20025365,20038660,20039458,20039704,20056687,20067043,20067641,20077417,20080078,20110903,	0	TPTE2	cmpl	cmpl	2,0,0,1,0,0,1,2,1,0,1,0,2,2,2,2,0,-1,-1,
105	NM_001282	chr17	+	33914281	34053436	33921049	34050718	21	33914281,33921026,33925248,33932723,33935160,33951415,33953639,33954403,33954649,33963359,33966613,33968895,33977548,33984617,33998772,34001194,34009713,34036242,34037252,34044213,34050643,	33914447,33921086,33925354,33932859,33935406,33951606,33953861,33954524,33954745,33963475,33966779,33968994,33977808,33984810,33998919,34001340,34009843,34036327,34037339,34044368,34053436,	0	AP2B1	cmpl	cmpl	-1,0,1,2,0,0,2,2,0,0,2,0,0,2,0,0,2,0,1,1,0,
151	NM_005536	chr8	-	82569150	82598589	82571585	82593795	9	82569150,82572750,82583173,82586075,82588468,82591360,82592884,82593732,82598486,	82571701,82572902,82583282,82586184,82588514,82591465,82593018,82593819,82598589,	0	IMPA1	cmpl	cmpl	1,2,1,0,2,2,0,0,-1,
111	NM_003718	chr7	+	39989958	40136733	39990240	40134579	14	39989958,40027197,40037092,40038959,40041459,40085434,40087419,40102424,40102621,40117603,40118318,40127724,40132383,40133728,	39991451,40027857,40037263,40039099,40041630,40085624,40087476,40102526,40102699,40117720,40118450,40127930,40132836,40136733,	0	CDK13	cmpl	cmpl	0,2,2,2,1,1,2,2,2,2,2,2,1,1,
1	NM_001301823	chr1	+	33546729	33586132	33557656	33585783	9	33546729,33549554,33557650,33558882,33560148,33562307,33563667,33583502,33585644,	33547109,33549728,33557823,33559017,33560314,33562470,33563780,33583717,33586132,	0	AZIN2	cmpl	cmpl	-1,-1,0,2,2,0,1,0,2,
98	NM_001887	chr22	-	26995361	27013991	26995453	27012283	6	26995361,26997842,27003852,27008035,27012103,27013940,	26995637,26997985,27003985,27008154,27012302,27013991,	0	CRYBB1	cmpl	cmpl	2,0,2,0,0,-1,
37	NM_014914	chr2	+	236402732	237040444	236403330	237032766	17	236402732,236617822,236626200,236649606,236653341,236658997,236706402,236708010,236715882,236791988,236817381,236877105,236945204,236949394,236957702,237028835,237032562,	236403493,236617881,236626288,236649692,236653483,236659132,236706530,236708166,236715975,236792093,236817550,236877267,236945359,236949485,236957925,237029091,237040444,	0	AGAP1	cmpl	cmpl	0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,2,0,
97	NM_018263	chr2	-	25962252	26101312	25964897	26101091	12	25962252,25972564,25976402,25978886,25982350,25990451,25991610,25994308,26022253,26029097,26068349,26101034,	25967345,25973282,25976508,25978983,25982514,25990595,25991737,25994409,26022404,26029209,26068432,26101312,	0	ASXL2	cmpl	cmpl	0,2,1,0,1,1,0,1,0,2,0,0,
1318	NM_001261833	chr11	+	96123157	96126727	96123813	96125388	2	96123157,96123646,	96123237,96126727,	0	JRKL	cmpl	cmpl	-1,0,
984	NM_176806	chr5	-	52391508	52405602	52402924	52405559	7	52391508,52396240,52397188,52397926,52402906,52404351,52405541,	52394497,52396364,52397339,52398054,52403051,52404473,52405602,	0	MOCS2	cmpl	cmpl	-1,-1,-1,-1,2,0,0,
2437	NM_173821	chr2	+	242811885	242815482	242811908	242815426	2	242811885,242813865,	242812066,242815482,	0	RTP5	cmpl	cmpl	0,2,
722	NM_001303461	chr20	-	18004795	18039832	18005279	18022292	4	18004795,18022177,18037300,18039533,	18005596,18022367,18037521,18039832,	0	OVOL2	cmpl	cmpl	1,0,-1,-1,
1002	NM_024318	chr19	-	54742828	54746610	54742828	54746600	8	54742828,54743776,54744149,54744706,54745451,54745900,54746370,54746568,	54742965,54743827,54744452,54745003,54745744,54746186,54746408,54746610,	0	LILRA6	cmpl	cmpl	1,1,1,1,2,1,2,0,
1280	NM_145283	chr9	+	91150015	91190704	91150349	91186107	3	91150015,91186001,91190001,	91150651,91186123,91190704,	0	NXNL2	cmpl	cmpl	0,2,-1,
944	NM_145279	chr1	-	47073386	47080805	47075326	47080748	4	47073386,47075673,47078575,47080642,	47075356,47075876,47079043,47080805,	0	MOB3C	cmpl	cmpl	0,1,1,0,
1811	NM_033168	chr3	-	160801670	160823160	160803546	160804542	4	160801670,160821214,160822106,160823022,	160804576,160821305,160822194,160823160,	0	B3GALNT1	cmpl	cmpl	0,-1,-1,-1,
1811	NM_033167	chr3	-	160801670	160823160	160803546	160804542	6	160801670,160807731,160818926,160821214,160822106,160823022,	160804576,160807850,160819021,160821305,160822194,160823160,	0	B3GALNT1	cmpl	cmpl	0,-1,-1,-1,-1,-1,
1794	NM_022736	chr3	+	158519714	158547508	158519794	158546771	16	158519714,158522107,158523150,158524828,158525184,158526967,158531753,158537437,158538003,158539385,158539772,158541216,158541912,158543803,158545068,158546767,	158520104,158522160,158523263,158524871,158525252,158527076,158531856,158537536,158538115,158539442,158539929,158541314,158542025,158543851,158545126,158547508,	0	MFSD1	cmpl	cmpl	0,1,0,2,0,2,0,1,1,2,2,0,2,1,1,2,
608	NM_033177	chr6_cox_hap2	-	3138624	3142799	3139661	3141875	3	3138624,3141249,3142237,	3140106,3141974,3142799,	0	GPANK1	cmpl	cmpl	2,0,-1,
249	NM_001242314	chr3	+	185000728	185206882	185146369	185200244	15	185000728,185003312,185146284,185155234,185161232,185165576,185167687,185169074,185181337,185183534,185184613,185190762,185195113,185198019,185200142,	185000815,185003431,185146844,185155418,185161424,185165735,185167846,185169183,185181447,185183651,185184751,185191549,185195184,185198317,185206882,	0	MAP3K13	cmpl	cmpl	-1,-1,0,1,2,2,2,2,0,2,2,2,0,2,0,
